condition,task,day,group,freq_hz,power_uV2_per_Hz
baseline,Rest,3,lateral_frontal,16.0,0.1284706585764044
baseline,Rest,3,lateral_frontal,16.5,0.3173616010015263
baseline,Rest,3,lateral_frontal,17.0,0.3268857855813343
baseline,Rest,3,lateral_frontal,17.5,0.2133914581995732
baseline,Rest,3,lateral_frontal,18.0,0.2484494367128495
baseline,Rest,3,lateral_frontal,18.5,0.1799286722142497
baseline,Rest,3,lateral_frontal,19.0,0.1553970771240048
baseline,Rest,3,lateral_frontal,19.5,0.1621240084561854
baseline,Rest,3,lateral_frontal,20.0,0.1891170579854857
baseline,Rest,3,lateral_frontal,20.5,0.1698206142859891
baseline,Rest,3,lateral_frontal,21.0,0.1621906861485614
baseline,Rest,3,lateral_frontal,21.5,0.1993237753748072
baseline,Rest,3,lateral_frontal,22.0,0.2096623569447355
baseline,Rest,3,lateral_frontal,22.5,0.1475889606412492
baseline,Rest,3,lateral_frontal,23.0,0.1692932198057003
baseline,Rest,3,lateral_frontal,23.5,0.0806950752048854
baseline,Rest,3,lateral_frontal,24.0,0.1672814013475055
baseline,Rest,3,lateral_frontal,24.5,0.1479582834878646
baseline,Rest,3,lateral_frontal,25.0,0.2123538924383829
baseline,Rest,3,lateral_frontal,25.5,0.154580698014378
baseline,Rest,3,lateral_frontal,26.0,0.0875271886142421
baseline,Rest,3,lateral_frontal,26.5,0.1051584658312113
baseline,Rest,3,lateral_frontal,27.0,0.071113348220949
baseline,Rest,3,lateral_frontal,27.5,0.1306290696584354
baseline,Rest,3,lateral_frontal,28.0,0.0937693714103011
baseline,Rest,3,lateral_frontal,28.5,0.1078288003627767
baseline,Rest,3,lateral_frontal,29.0,0.143804688780263
baseline,Rest,3,lateral_frontal,29.5,0.1252237317974953
baseline,Rest,3,lateral_frontal,30.0,0.0806751246648153
baseline,Rest,3,lateral_frontal,30.5,0.108492731937945
baseline,Rest,3,lateral_frontal,31.0,0.096982950861802
baseline,Rest,3,lateral_frontal,31.5,0.1939647738730404
baseline,Rest,3,lateral_frontal,32.0,0.1446349828281619
baseline,Rest,3,lateral_frontal,32.5,0.118830163159282
baseline,Rest,3,lateral_frontal,33.0,0.0892740660509119
baseline,Rest,3,lateral_frontal,33.5,0.066645636220914
baseline,Rest,3,lateral_frontal,34.0,0.0683486137581266
baseline,Rest,3,lateral_frontal,34.5,0.0707975674740038
baseline,Rest,3,lateral_frontal,35.0,0.0717546411296297
baseline,Rest,3,lateral_frontal,35.5,0.054093928867726
baseline,Rest,3,lateral_frontal,36.0,0.0186889466899496
baseline,Rest,3,lateral_frontal,36.5,0.059968068587323
baseline,Rest,3,lateral_frontal,37.0,0.0392987693703234
baseline,Rest,3,lateral_frontal,37.5,0.038188053010458
baseline,Rest,3,lateral_frontal,38.0,0.0299485905447536
baseline,Rest,3,lateral_frontal,38.5,0.012844889623389
baseline,Rest,3,lateral_frontal,39.0,0.015634356209765
baseline,Rest,3,lateral_frontal,39.5,0.0077986360886031
baseline,Rest,3,lateral_frontal,40.0,0.0072923591192052
baseline,Rest,4,lateral_frontal,0.5,0.6572665575122336
baseline,Rest,4,lateral_frontal,1.0,12.767684619370923
baseline,Rest,4,lateral_frontal,1.5,17.073619261221012
baseline,Rest,4,lateral_frontal,2.0,11.366374903282184
baseline,Rest,4,lateral_frontal,2.5,9.086147230424949
baseline,Rest,4,lateral_frontal,3.0,8.440119637016833
baseline,Rest,4,lateral_frontal,3.5,4.752630461990387
baseline,Rest,4,lateral_frontal,4.0,5.019564521208379
baseline,Rest,4,lateral_frontal,4.5,3.417413636721049
baseline,Rest,4,lateral_frontal,5.0,1.0624675810971873
baseline,Rest,4,lateral_frontal,5.5,0.5789884903633079
baseline,Rest,4,lateral_frontal,6.0,0.449697549474544
baseline,Rest,4,lateral_frontal,6.5,0.7000285319517493
baseline,Rest,4,lateral_frontal,7.0,1.453968246894125
baseline,Rest,4,lateral_frontal,7.5,0.558201380736148
baseline,Rest,4,lateral_frontal,8.0,0.5954944747663119
baseline,Rest,4,lateral_frontal,8.5,0.5914076549614247
baseline,Rest,4,lateral_frontal,9.0,0.737814438423958
baseline,Rest,4,lateral_frontal,9.5,1.2140810593893367
baseline,Rest,4,lateral_frontal,10.0,0.6399905121025898
baseline,Rest,4,lateral_frontal,10.5,0.6749014567448663
baseline,Rest,4,lateral_frontal,11.0,0.6453228198370181
baseline,Rest,4,lateral_frontal,11.5,0.652386102280846
baseline,Rest,4,lateral_frontal,12.0,0.2931443685881275
baseline,Rest,4,lateral_frontal,12.5,0.2033253291935434
baseline,Rest,4,lateral_frontal,13.0,0.3035823993239523
baseline,Rest,4,lateral_frontal,13.5,0.2022906914290391
baseline,Rest,4,lateral_frontal,14.0,0.2595788245882612
baseline,Rest,4,lateral_frontal,14.5,0.3791036445012863
baseline,Rest,4,lateral_frontal,15.0,0.3999121454683211
baseline,Rest,4,lateral_frontal,15.5,0.4060356974691487
baseline,Rest,4,lateral_frontal,16.0,0.281063082001922
baseline,Rest,4,lateral_frontal,16.5,0.373233589175743
baseline,Rest,4,lateral_frontal,17.0,0.5298536920636938
baseline,Rest,4,lateral_frontal,17.5,0.1440544365610944
baseline,Rest,4,lateral_frontal,18.0,0.2806735631278959
baseline,Rest,4,lateral_frontal,18.5,0.2362195513111994
baseline,Rest,4,lateral_frontal,19.0,0.3269276090728668
baseline,Rest,4,lateral_frontal,19.5,0.3625241857971685
baseline,Rest,4,lateral_frontal,20.0,0.6047870271338048
baseline,Rest,4,lateral_frontal,20.5,0.3319926672799938
baseline,Rest,4,lateral_frontal,21.0,0.291653334617429
baseline,Rest,4,lateral_frontal,21.5,0.1220850321102717
baseline,Rest,4,lateral_frontal,22.0,0.1347645715680527
baseline,Rest,4,lateral_frontal,22.5,0.1386371214748937
baseline,Rest,4,lateral_frontal,23.0,0.2340538954746159
baseline,Rest,4,lateral_frontal,23.5,0.2497753371834285
baseline,Rest,4,lateral_frontal,24.0,0.0994172957043046
baseline,Rest,4,lateral_frontal,24.5,0.1561307881184412
baseline,Rest,4,lateral_frontal,25.0,0.1671302534062103
baseline,Rest,4,lateral_frontal,25.5,0.2286043685450555
baseline,Rest,4,lateral_frontal,26.0,0.1363542138002961
baseline,Rest,4,lateral_frontal,26.5,0.1679931031771705
baseline,Rest,4,lateral_frontal,27.0,0.1503648445358069
baseline,Rest,4,lateral_frontal,27.5,0.1837131567384813
baseline,Rest,4,lateral_frontal,28.0,0.0881248783603873
baseline,Rest,4,lateral_frontal,28.5,0.1449698009919802
baseline,Rest,4,lateral_frontal,29.0,0.1762536531894987
baseline,Rest,4,lateral_frontal,29.5,0.1480567816097079
baseline,Rest,4,lateral_frontal,30.0,0.1178874587143911
baseline,Rest,4,lateral_frontal,30.5,0.1197528805976121
baseline,Rest,4,lateral_frontal,31.0,0.1346518067971499
baseline,Rest,4,lateral_frontal,31.5,0.1135884465750992
baseline,Rest,4,lateral_frontal,32.0,0.1313329771107991
baseline,Rest,4,lateral_frontal,32.5,0.1752353926460552
baseline,Rest,4,lateral_frontal,33.0,0.1371967770772799
baseline,Rest,4,lateral_frontal,33.5,0.092034800301
baseline,Rest,4,lateral_frontal,34.0,0.0878583102088934
baseline,Rest,4,lateral_frontal,34.5,0.1195326821165669
baseline,Rest,4,lateral_frontal,35.0,0.0755966780733397
baseline,Rest,4,lateral_frontal,35.5,0.067603852761291
baseline,Rest,4,lateral_frontal,36.0,0.0730526579710084
baseline,Rest,4,lateral_frontal,36.5,0.0764310907156121
baseline,Rest,4,lateral_frontal,37.0,0.0839061142330936
baseline,Rest,4,lateral_frontal,37.5,0.0423954455932984
baseline,Rest,4,lateral_frontal,38.0,0.0480344871305132
baseline,Rest,4,lateral_frontal,38.5,0.0382462380349226
baseline,Rest,4,lateral_frontal,39.0,0.022978324143018
baseline,Rest,4,lateral_frontal,39.5,0.0093562175804717
baseline,Rest,4,lateral_frontal,40.0,0.0147753533241124
baseline,Rest,5,lateral_frontal,0.5,0.2471077989573231
baseline,Rest,5,lateral_frontal,1.0,2.5839773084159576
baseline,Rest,5,lateral_frontal,1.5,4.318864515976527
baseline,Rest,5,lateral_frontal,2.0,6.2516544379111565
baseline,Rest,5,lateral_frontal,2.5,3.444522863870461
baseline,Rest,5,lateral_frontal,3.0,4.059420788828615
baseline,Rest,5,lateral_frontal,3.5,3.2523252123084427
baseline,Rest,5,lateral_frontal,4.0,0.5622204193034304
baseline,Rest,5,lateral_frontal,4.5,0.7152872122579554
baseline,Rest,5,lateral_frontal,5.0,0.5612763922898012
baseline,Rest,5,lateral_frontal,5.5,0.8092881514148178
baseline,Rest,5,lateral_frontal,6.0,0.627863476420187
baseline,Rest,5,lateral_frontal,6.5,0.5246147088272084
baseline,Rest,5,lateral_frontal,7.0,0.3468470581666516
baseline,Rest,5,lateral_frontal,7.5,0.2346899966004957
baseline,Rest,5,lateral_frontal,8.0,0.2903755393404016
baseline,Rest,5,lateral_frontal,8.5,0.3060127925262835
baseline,Rest,5,lateral_frontal,9.0,0.4734642361653299
baseline,Rest,5,lateral_frontal,9.5,0.354798274109503
baseline,Rest,5,lateral_frontal,10.0,0.3454414813547052
baseline,Rest,5,lateral_frontal,10.5,0.4419266879893297
baseline,Rest,5,lateral_frontal,11.0,0.3214380637517288
baseline,Rest,5,lateral_frontal,11.5,0.4150848247150713
baseline,Rest,5,lateral_frontal,12.0,0.3858504158981538
baseline,Rest,5,lateral_frontal,12.5,0.3390105220146536
baseline,Rest,5,lateral_frontal,13.0,0.1776477903172861
baseline,Rest,5,lateral_frontal,13.5,0.274937478942946
baseline,Rest,5,lateral_frontal,14.0,0.3785816043267955
baseline,Rest,5,lateral_frontal,14.5,0.3202414134573424
baseline,Rest,5,lateral_frontal,15.0,0.1664365705470144
baseline,Rest,5,lateral_frontal,15.5,0.3568528547280868
baseline,Rest,5,lateral_frontal,16.0,0.2941395713704755
baseline,Rest,5,lateral_frontal,16.5,0.3994970943326182
baseline,Rest,5,lateral_frontal,17.0,0.3578370972748795
baseline,Rest,5,lateral_frontal,17.5,0.3737294394517984
baseline,Rest,5,lateral_frontal,18.0,0.2825316871710986
baseline,Rest,5,lateral_frontal,18.5,0.4980848477098775
baseline,Rest,5,lateral_frontal,19.0,0.4250622294065226
baseline,Rest,5,lateral_frontal,19.5,0.6092624219942223
baseline,Rest,5,lateral_frontal,20.0,0.317998048078606
baseline,Rest,5,lateral_frontal,20.5,0.7691022295625735
baseline,Rest,5,lateral_frontal,21.0,0.6144667561436593
baseline,Rest,5,lateral_frontal,21.5,0.4991633881109328
baseline,Rest,5,lateral_frontal,22.0,0.8627350138313747
baseline,Rest,5,lateral_frontal,22.5,0.4769432494277272
baseline,Rest,5,lateral_frontal,23.0,0.4745223040970452
baseline,Rest,5,lateral_frontal,23.5,0.6423880260676385
baseline,Rest,5,lateral_frontal,24.0,0.5236836928399669
baseline,Rest,5,lateral_frontal,24.5,0.5464120527403009
baseline,Rest,5,lateral_frontal,25.0,0.4419952401892056
baseline,Rest,5,lateral_frontal,25.5,0.6136601730407928
baseline,Rest,5,lateral_frontal,26.0,0.2988852133786873
baseline,Rest,5,lateral_frontal,26.5,0.3147668879161868
baseline,Rest,5,lateral_frontal,27.0,0.5344429234845861
baseline,Rest,5,lateral_frontal,27.5,0.5924372053793607
baseline,Rest,5,lateral_frontal,28.0,0.3618285204866084
baseline,Rest,5,lateral_frontal,28.5,0.2876216510352282
baseline,Rest,5,lateral_frontal,29.0,0.2937326837885989
baseline,Rest,5,lateral_frontal,29.5,0.3256798057720209
baseline,Rest,5,lateral_frontal,30.0,0.4385307091269289
baseline,Rest,5,lateral_frontal,30.5,0.2434666176573556
baseline,Rest,5,lateral_frontal,31.0,0.3727056165262634
baseline,Rest,5,lateral_frontal,31.5,0.2890144669871982
baseline,Rest,5,lateral_frontal,32.0,0.2362408149331539
baseline,Rest,5,lateral_frontal,32.5,0.2842862302598014
baseline,Rest,5,lateral_frontal,33.0,0.3656756567153416
baseline,Rest,5,lateral_frontal,33.5,0.3117507203800221
baseline,Rest,5,lateral_frontal,34.0,0.3512398181606879
baseline,Rest,5,lateral_frontal,34.5,0.2608588612913097
baseline,Rest,5,lateral_frontal,35.0,0.2695555414318661
baseline,Rest,5,lateral_frontal,35.5,0.1087427330449078
baseline,Rest,5,lateral_frontal,36.0,0.1146124050191531
baseline,Rest,5,lateral_frontal,36.5,0.163250265718622
baseline,Rest,5,lateral_frontal,37.0,0.1540510403502001
baseline,Rest,5,lateral_frontal,37.5,0.0979484508165184
baseline,Rest,5,lateral_frontal,38.0,0.1116381063089654
baseline,Rest,5,lateral_frontal,38.5,0.0944891222635818
baseline,Rest,5,lateral_frontal,39.0,0.0745808199223425
baseline,Rest,5,lateral_frontal,39.5,0.0402449503711985
baseline,Rest,5,lateral_frontal,40.0,0.0366051529569572
baseline,Rest,6,lateral_frontal,0.5,0.4104502086291342
baseline,Rest,6,lateral_frontal,1.0,3.1853029586349235
baseline,Rest,6,lateral_frontal,1.5,2.928506917008157
baseline,Rest,6,lateral_frontal,2.0,3.2444968384360693
baseline,Rest,6,lateral_frontal,2.5,2.9579936382584155
baseline,Rest,6,lateral_frontal,3.0,1.9378428786389
baseline,Rest,6,lateral_frontal,3.5,1.764963392600923
baseline,Rest,6,lateral_frontal,4.0,0.9707022571611664
baseline,Rest,6,lateral_frontal,4.5,0.7440974879070257
baseline,Rest,6,lateral_frontal,5.0,0.6130602180181925
baseline,Rest,6,lateral_frontal,5.5,0.5005079621760997
baseline,Rest,6,lateral_frontal,6.0,0.4788535251790289
baseline,Rest,6,lateral_frontal,6.5,0.872506660485623
baseline,Rest,6,lateral_frontal,7.0,0.4757332300223839
baseline,Rest,6,lateral_frontal,7.5,0.2998799004126886
baseline,Rest,6,lateral_frontal,8.0,0.671126625883299
baseline,Rest,6,lateral_frontal,8.5,0.7630004101726212
baseline,Rest,6,lateral_frontal,9.0,0.7870102146357548
baseline,Rest,6,lateral_frontal,9.5,0.7157102498817297
baseline,Rest,6,lateral_frontal,10.0,0.3124523059752952
baseline,Rest,6,lateral_frontal,10.5,0.9335611444826862
baseline,Rest,6,lateral_frontal,11.0,0.9574949219212844
baseline,Rest,6,lateral_frontal,11.5,0.517881121534391
baseline,Rest,6,lateral_frontal,12.0,0.2910594824989899
baseline,Rest,6,lateral_frontal,12.5,0.3404875286652694
baseline,Rest,6,lateral_frontal,13.0,0.3907785059717195
baseline,Rest,6,lateral_frontal,13.5,0.2745460947339597
baseline,Rest,6,lateral_frontal,14.0,0.2533971181524429
baseline,Rest,6,lateral_frontal,14.5,0.4494211138097046
baseline,Rest,6,lateral_frontal,15.0,0.222616380757332
baseline,Rest,6,lateral_frontal,15.5,0.1849203602932461
baseline,Rest,6,lateral_frontal,16.0,0.2136301477607373
baseline,Rest,6,lateral_frontal,16.5,0.2003717493764204
baseline,Rest,6,lateral_frontal,17.0,0.3696404353894966
baseline,Rest,6,lateral_frontal,17.5,0.2897708519788038
baseline,Rest,6,lateral_frontal,18.0,0.2883562398684753
baseline,Rest,6,lateral_frontal,18.5,0.2698973698163597
baseline,Rest,6,lateral_frontal,19.0,0.4894870567918564
baseline,Rest,6,lateral_frontal,19.5,0.4642602760903035
baseline,Rest,6,lateral_frontal,20.0,0.3318520847453614
baseline,Rest,6,lateral_frontal,20.5,0.2471808185520846
baseline,Rest,6,lateral_frontal,21.0,0.3191304948571108
baseline,Rest,6,lateral_frontal,21.5,0.3549808070608823
baseline,Rest,6,lateral_frontal,22.0,0.4728566232048098
baseline,Rest,6,lateral_frontal,22.5,0.2026562960540995
baseline,Rest,6,lateral_frontal,23.0,0.4149227061462386
baseline,Rest,6,lateral_frontal,23.5,0.2853243341367376
baseline,Rest,6,lateral_frontal,24.0,0.2273934670130639
baseline,Rest,6,lateral_frontal,24.5,0.4596539448205602
baseline,Rest,6,lateral_frontal,25.0,0.2177529527758872
baseline,Rest,6,lateral_frontal,25.5,0.2413057477406647
baseline,Rest,6,lateral_frontal,26.0,0.340123051981222
baseline,Rest,6,lateral_frontal,26.5,0.4038846078197075
baseline,Rest,6,lateral_frontal,27.0,0.2727497315286367
baseline,Rest,6,lateral_frontal,27.5,0.3502278715395736
baseline,Rest,6,lateral_frontal,28.0,0.398742900784267
baseline,Rest,6,lateral_frontal,28.5,0.4213749503093416
baseline,Rest,6,lateral_frontal,29.0,0.1892764313285167
baseline,Rest,6,lateral_frontal,29.5,0.2786143086208734
baseline,Rest,6,lateral_frontal,30.0,0.4617405114590973
baseline,Rest,6,lateral_frontal,30.5,0.3052702451936719
baseline,Rest,6,lateral_frontal,31.0,0.2889649779597192
baseline,Rest,6,lateral_frontal,31.5,0.3151851856225049
baseline,Rest,6,lateral_frontal,32.0,0.1875603835393449
baseline,Rest,6,lateral_frontal,32.5,0.2835226624152108
baseline,Rest,6,lateral_frontal,33.0,0.2205783790042748
baseline,Rest,6,lateral_frontal,33.5,0.2926617052939846
baseline,Rest,6,lateral_frontal,34.0,0.2064558122240762
baseline,Rest,6,lateral_frontal,34.5,0.169032756137149
baseline,Rest,6,lateral_frontal,35.0,0.128293060774426
baseline,Rest,6,lateral_frontal,35.5,0.1269195161906156
baseline,Rest,6,lateral_frontal,36.0,0.0675072039213619
baseline,Rest,6,lateral_frontal,36.5,0.0543730702562777
baseline,Rest,6,lateral_frontal,37.0,0.0994460300120829
baseline,Rest,6,lateral_frontal,37.5,0.086955994393975
baseline,Rest,6,lateral_frontal,38.0,0.0600810565231217
baseline,Rest,6,lateral_frontal,38.5,0.0350194290173504
baseline,Rest,6,lateral_frontal,39.0,0.0377547357390797
baseline,Rest,6,lateral_frontal,39.5,0.019377455300592
baseline,Rest,6,lateral_frontal,40.0,0.024342736481708
baseline,Rest,7,lateral_frontal,0.5,0.2884633493899731
baseline,Rest,7,lateral_frontal,1.0,5.96126329155125
baseline,Rest,7,lateral_frontal,1.5,7.430309984741882
baseline,Rest,7,lateral_frontal,2.0,6.237852847263604
baseline,Rest,7,lateral_frontal,2.5,2.384030254033036
baseline,Rest,7,lateral_frontal,3.0,1.320650671056416
baseline,Rest,7,lateral_frontal,3.5,1.915281623974069
baseline,Rest,7,lateral_frontal,4.0,0.5265285820121076
baseline,Rest,7,lateral_frontal,4.5,0.681015014280033
baseline,Rest,7,lateral_frontal,5.0,0.5921323663534945
baseline,Rest,7,lateral_frontal,5.5,0.5565933653533376
baseline,Rest,7,lateral_frontal,6.0,0.6844301934899251
baseline,Rest,7,lateral_frontal,6.5,0.7259595985115219
baseline,Rest,7,lateral_frontal,7.0,0.7271721755791186
baseline,Rest,7,lateral_frontal,7.5,0.2672377544762238
baseline,Rest,7,lateral_frontal,8.0,0.4793380602528445
baseline,Rest,7,lateral_frontal,8.5,0.3475887999703748
baseline,Rest,7,lateral_frontal,9.0,0.4828629654195682
baseline,Rest,7,lateral_frontal,9.5,0.3037591921670012
baseline,Rest,7,lateral_frontal,10.0,0.1973194835887052
baseline,Rest,7,lateral_frontal,10.5,0.1306734009878545
baseline,Rest,7,lateral_frontal,11.0,0.432865372691611
baseline,Rest,7,lateral_frontal,11.5,0.5237704343617902
baseline,Rest,7,lateral_frontal,12.0,0.2484138719970557
baseline,Rest,7,lateral_frontal,12.5,0.3014730879965592
baseline,Rest,7,lateral_frontal,13.0,0.2436137419211051
baseline,Rest,7,lateral_frontal,13.5,0.2591823567230967
baseline,Rest,7,lateral_frontal,14.0,0.3612649644687141
baseline,Rest,7,lateral_frontal,14.5,0.2841575608704159
baseline,Rest,7,lateral_frontal,15.0,0.1843989579652891
baseline,Rest,7,lateral_frontal,15.5,0.1780736073574743
baseline,Rest,7,lateral_frontal,16.0,0.2075062716303733
baseline,Rest,7,lateral_frontal,16.5,0.3123980315703002
baseline,Rest,7,lateral_frontal,17.0,0.2455289897773104
baseline,Rest,7,lateral_frontal,17.5,0.3129714888943774
baseline,Rest,7,lateral_frontal,18.0,0.3028307475059976
baseline,Rest,7,lateral_frontal,18.5,0.225502627071039
baseline,Rest,7,lateral_frontal,19.0,0.1354824788781822
baseline,Rest,7,lateral_frontal,19.5,0.1540448412609044
baseline,Rest,7,lateral_frontal,20.0,0.273337133240439
baseline,Rest,7,lateral_frontal,20.5,0.3009106541687175
baseline,Rest,7,lateral_frontal,21.0,0.1575561137630569
baseline,Rest,7,lateral_frontal,21.5,0.2056056536007663
baseline,Rest,7,lateral_frontal,22.0,0.1831905822936729
baseline,Rest,7,lateral_frontal,22.5,0.2105685786588813
baseline,Rest,7,lateral_frontal,23.0,0.10371480135051
baseline,Rest,7,lateral_frontal,23.5,0.1164587669488442
baseline,Rest,7,lateral_frontal,24.0,0.0453329398158828
baseline,Rest,7,lateral_frontal,24.5,0.1059067017227588
baseline,Rest,7,lateral_frontal,25.0,0.1725250538697037
baseline,Rest,7,lateral_frontal,25.5,0.1747132029067078
baseline,Rest,7,lateral_frontal,26.0,0.159372781825513
baseline,Rest,7,lateral_frontal,26.5,0.1325781715549024
baseline,Rest,7,lateral_frontal,27.0,0.1433160968651811
baseline,Rest,7,lateral_frontal,27.5,0.0916579170705648
baseline,Rest,7,lateral_frontal,28.0,0.1324317796420613
baseline,Rest,7,lateral_frontal,28.5,0.1135890395565279
baseline,Rest,7,lateral_frontal,29.0,0.2025003874361911
baseline,Rest,7,lateral_frontal,29.5,0.1464272075758052
baseline,Rest,7,lateral_frontal,30.0,0.2065364607043602
baseline,Rest,7,lateral_frontal,30.5,0.1987794092933572
baseline,Rest,7,lateral_frontal,31.0,0.2040885642305879
baseline,Rest,7,lateral_frontal,31.5,0.0870928188179601
baseline,Rest,7,lateral_frontal,32.0,0.14651829001208
baseline,Rest,7,lateral_frontal,32.5,0.1086472990143783
baseline,Rest,7,lateral_frontal,33.0,0.0990769520927281
baseline,Rest,7,lateral_frontal,33.5,0.1235259788783346
baseline,Rest,7,lateral_frontal,34.0,0.0970605104800068
baseline,Rest,7,lateral_frontal,34.5,0.0640776441907991
baseline,Rest,7,lateral_frontal,35.0,0.0635202972340429
baseline,Rest,7,lateral_frontal,35.5,0.1169478428642436
baseline,Rest,7,lateral_frontal,36.0,0.085271594722734
baseline,Rest,7,lateral_frontal,36.5,0.0996500080664165
baseline,Rest,7,lateral_frontal,37.0,0.0417230596256704
baseline,Rest,7,lateral_frontal,37.5,0.0351189165817879
baseline,Rest,7,lateral_frontal,38.0,0.0191082512116657
baseline,Rest,7,lateral_frontal,38.5,0.0218335380599838
baseline,Rest,7,lateral_frontal,39.0,0.0335384338336355
baseline,Rest,7,lateral_frontal,39.5,0.0383370938800589
baseline,Rest,7,lateral_frontal,40.0,0.0128649491601744
baseline,Retrieval,1,all,0.5,2.24013822848267
baseline,Retrieval,1,all,1.0,21.572984511366023
baseline,Retrieval,1,all,1.5,47.87253065408229
baseline,Retrieval,1,all,2.0,47.82345633838527
baseline,Retrieval,1,all,2.5,22.109257360710014
baseline,Retrieval,1,all,3.0,14.666929538352782
baseline,Retrieval,1,all,3.5,4.929029486553329
baseline,Retrieval,1,all,4.0,3.118719912453777
baseline,Retrieval,1,all,4.5,2.399073024319804
baseline,Retrieval,1,all,5.0,1.4331970269589327
baseline,Retrieval,1,all,5.5,2.117541656146236
baseline,Retrieval,1,all,6.0,1.5923815866860545
baseline,Retrieval,1,all,6.5,1.0980882568011905
baseline,Retrieval,1,all,7.0,0.8611219945832879
baseline,Retrieval,1,all,7.5,0.9499123489346314
baseline,Retrieval,1,all,8.0,0.890696784140069
baseline,Retrieval,1,all,8.5,0.9073997399907048
baseline,Retrieval,1,all,9.0,1.1851802690669977
baseline,Retrieval,1,all,9.5,0.8223550085410977
baseline,Retrieval,1,all,10.0,1.2510473529975377
baseline,Retrieval,1,all,10.5,1.3401940929206846
baseline,Retrieval,1,all,11.0,0.7196637694085959
baseline,Retrieval,1,all,11.5,0.5039780670124441
baseline,Retrieval,1,all,12.0,0.5741822025668393
baseline,Retrieval,1,all,12.5,0.3823392496492976
baseline,Retrieval,1,all,13.0,0.2632371811041439
baseline,Retrieval,1,all,13.5,0.219779809575889
baseline,Retrieval,1,all,14.0,0.2498811344119046
baseline,Retrieval,1,all,14.5,0.3578253200404768
baseline,Retrieval,1,all,15.0,0.2269770321411847
baseline,Retrieval,1,all,15.5,0.451759882773438
baseline,Retrieval,1,all,16.0,0.3748043950196104
baseline,Retrieval,1,all,16.5,0.2793640652711404
baseline,Retrieval,1,all,17.0,0.2240468993392455
baseline,Retrieval,1,all,17.5,0.243105954730764
baseline,Retrieval,1,all,18.0,0.2691781233782928
baseline,Retrieval,1,all,18.5,0.3008943230016161
baseline,Retrieval,1,all,19.0,0.2970303990657782
baseline,Retrieval,1,all,19.5,0.189151525346611
baseline,Retrieval,1,all,20.0,0.1788673298272913
baseline,Retrieval,1,all,20.5,0.1836112091527478
baseline,Retrieval,1,all,21.0,0.2412143203891671
baseline,Retrieval,1,all,21.5,0.227826088505374
baseline,Retrieval,1,all,22.0,0.1560293438301654
baseline,Retrieval,1,all,22.5,0.200022525008375
baseline,Retrieval,1,all,23.0,0.1310271760976647
baseline,Retrieval,1,all,23.5,0.1400374663132302
baseline,Retrieval,1,all,24.0,0.18530713065644
baseline,Retrieval,1,all,24.5,0.1941134870523365
baseline,Retrieval,1,all,25.0,0.1556678457887552
baseline,Retrieval,1,all,25.5,0.141995190181526
baseline,Retrieval,1,all,26.0,0.1900710103419476
baseline,Retrieval,1,all,26.5,0.2154832510980195
baseline,Retrieval,1,all,27.0,0.1760163456620343
baseline,Retrieval,1,all,27.5,0.1696293624986065
baseline,Retrieval,1,all,28.0,0.1488633260453157
baseline,Retrieval,1,all,28.5,0.185546571819802
baseline,Retrieval,1,all,29.0,0.1354852187267579
baseline,Retrieval,1,all,29.5,0.1172867010039465
baseline,Retrieval,1,all,30.0,0.1331581198005282
baseline,Retrieval,1,all,30.5,0.1022438706249973
baseline,Retrieval,1,all,31.0,0.1407558629128475
baseline,Retrieval,1,all,31.5,0.1183504887988963
baseline,Retrieval,1,all,32.0,0.131827277808183
baseline,Retrieval,1,all,32.5,0.0942935522525968
baseline,Retrieval,1,all,33.0,0.085044577066984
baseline,Retrieval,1,all,33.5,0.0746908561958343
baseline,Retrieval,1,all,34.0,0.0575627143784274
baseline,Retrieval,1,all,34.5,0.0491988734067064
baseline,Retrieval,1,all,35.0,0.0884815586488999
baseline,Retrieval,1,all,35.5,0.0600004531907824
baseline,Retrieval,1,all,36.0,0.0493427215931284
baseline,Retrieval,1,all,36.5,0.0398321212533032
baseline,Retrieval,1,all,37.0,0.0455071949285287
baseline,Retrieval,1,all,37.5,0.0357176607887724
baseline,Retrieval,1,all,38.0,0.0185721261688205
baseline,Retrieval,1,all,38.5,0.0102976007121647
baseline,Retrieval,1,all,39.0,0.0108175097407855
baseline,Retrieval,1,all,39.5,0.0121922875812612
baseline,Retrieval,1,all,40.0,0.0108802616223646
baseline,Retrieval,2,all,0.5,2.24013822848267
baseline,Retrieval,2,all,1.0,21.572984511366023
baseline,Retrieval,2,all,1.5,47.87253065408229
baseline,Retrieval,2,all,2.0,47.82345633838527
baseline,Retrieval,2,all,2.5,22.109257360710014
baseline,Retrieval,2,all,3.0,14.666929538352782
baseline,Retrieval,2,all,3.5,4.929029486553329
baseline,Retrieval,2,all,4.0,3.118719912453777
baseline,Retrieval,2,all,4.5,2.399073024319804
baseline,Retrieval,2,all,5.0,1.4331970269589327
baseline,Retrieval,2,all,5.5,2.117541656146236
baseline,Retrieval,2,all,6.0,1.5923815866860545
baseline,Retrieval,2,all,6.5,1.0980882568011905
baseline,Retrieval,2,all,7.0,0.8611219945832879
baseline,Retrieval,2,all,7.5,0.9499123489346314
baseline,Retrieval,2,all,8.0,0.890696784140069
baseline,Retrieval,2,all,8.5,0.9073997399907048
